DATE,USALOLITONOSTSAM
1996-02-01,98.8693621820144
1996-03-01,99.0207187366993
1996-04-01,99.1804201357948
1996-05-01,99.3298334081458
1996-06-01,99.4514910726839
1996-07-01,99.5369302759257
1996-08-01,99.6047129375423
1996-09-01,99.6690264267775
1996-10-01,99.7344950561273
1996-11-01,99.8086692647752
1996-12-01,99.8882789697859
1997-01-01,99.9816420917337
1997-02-01,100.096231749365
1997-03-01,100.219852923322
1997-04-01,100.348058659118
1997-05-01,100.476135271825
1997-06-01,100.598641386226
1997-07-01,100.705623379476
1997-08-01,100.78231228454
1997-09-01,100.833387283571
1997-10-01,100.860121142495
1997-11-01,100.857753261138
1997-12-01,100.82544860145
1998-01-01,100.779266688769
1998-02-01,100.718977739544
1998-03-01,100.627970584672
1998-04-01,100.503595087291
1998-05-01,100.347097735076
1998-06-01,100.168843894981
1998-07-01,99.9965807213532
1998-08-01,99.8520781100306
1998-09-01,99.7644788958163
1998-10-01,99.7651483658814
1998-11-01,99.8571975787242
1998-12-01,100.00758724232
1999-01-01,100.193528843293
1999-02-01,100.382914334806
1999-03-01,100.553260593325
1999-04-01,100.702365701241
1999-05-01,100.830060623151
1999-06-01,100.92694619044
1999-07-01,100.996148758928
1999-08-01,101.046465901211
1999-09-01,101.090865507064
1999-10-01,101.136828583343
1999-11-01,101.185054291101
1999-12-01,101.219233995923
2000-01-01,101.215648196977
2000-02-01,101.159017211636
2000-03-01,101.073853103963
2000-04-01,100.968435522485
2000-05-01,100.837878388274
2000-06-01,100.690214173764
2000-07-01,100.526132203779
2000-08-01,100.332714214896
2000-09-01,100.107222247085
2000-10-01,99.8347305373136
2000-11-01,99.5241757770028
2000-12-01,99.1893454098415
2001-01-01,98.8836961227742
2001-02-01,98.6492687994551
2001-03-01,98.4978581986976
2001-04-01,98.4218870554796
2001-05-01,98.3984194149771
2001-06-01,98.3779728150091
2001-07-01,98.3382110824968
2001-08-01,98.2817789086116
2001-09-01,98.2453399546642
2001-10-01,98.2919679260431
2001-11-01,98.4449862061076
2001-12-01,98.68517962956
2002-01-01,98.9629904324798
2002-02-01,99.2260504313332
2002-03-01,99.4238438571417
2002-04-01,99.5061103037228
2002-05-01,99.4552145035116
2002-06-01,99.2787943574767
2002-07-01,99.0242802796022
2002-08-01,98.7522761266038
2002-09-01,98.4997071387161
2002-10-01,98.3007036283978
2002-11-01,98.1691451944544
2002-12-01,98.0808532873948
2003-01-01,98.0166179251291
2003-02-01,97.9864361519257
2003-03-01,98.0194449618895
2003-04-01,98.1399189270365
2003-05-01,98.3419743455222
2003-06-01,98.6010774967751
2003-07-01,98.9042726042905
2003-08-01,99.2417226675846
2003-09-01,99.6030119105725
2003-10-01,99.9691521973537
2003-11-01,100.31036406323
2003-12-01,100.596440875832
2004-01-01,100.811882564665
2004-02-01,100.940652071072
2004-03-01,101.000192498542
2004-04-01,101.001810013199
2004-05-01,100.963616760638
2004-06-01,100.894162308702
2004-07-01,100.798746081318
2004-08-01,100.692000551372
2004-09-01,100.598244857629
2004-10-01,100.534385810631
2004-11-01,100.508273325659
2004-12-01,100.495871154407
2005-01-01,100.464619713971
2005-02-01,100.40835153069
2005-03-01,100.337242325573
2005-04-01,100.283795552156
2005-05-01,100.271238619452
2005-06-01,100.297526238557
2005-07-01,100.339795393449
2005-08-01,100.401186033968
2005-09-01,100.494947189234
2005-10-01,100.632372320049
2005-11-01,100.800483963339
2005-12-01,100.962857630495
2006-01-01,101.090149628748
2006-02-01,101.172112632563
2006-03-01,101.201654340692
2006-04-01,101.177989597497
2006-05-01,101.123535081885
2006-06-01,101.072096877234
2006-07-01,101.042382362366
2006-08-01,101.052366150564
2006-09-01,101.109932921381
2006-10-01,101.196319795884
2006-11-01,101.296721664388
2006-12-01,101.404343580595
2007-01-01,101.50945423102
2007-02-01,101.613006259198
2007-03-01,101.721211583119
2007-04-01,101.82465951409
2007-05-01,101.902707399202
2007-06-01,101.939983090738
2007-07-01,101.923898049966
2007-08-01,101.852703286837
2007-09-01,101.752063867757
2007-10-01,101.640756893517
2007-11-01,101.52375094859
2007-12-01,101.411612458861
2008-01-01,101.294738189827
2008-02-01,101.160738854271
2008-03-01,101.009800190217
2008-04-01,100.823476781543
2008-05-01,100.575092730772
2008-06-01,100.226428918929
2008-07-01,99.748009839144
2008-08-01,99.1269235030216
2008-09-01,98.3757168493432
2008-10-01,97.5501954553267
2008-11-01,96.7609948793561
2008-12-01,96.0987959915241
2009-01-01,95.6207602371475
2009-02-01,95.3599796869942
2009-03-01,95.3315954119136
2009-04-01,95.524431694697
2009-05-01,95.8736895161481
2009-06-01,96.3173095418522
2009-07-01,96.800674405562
2009-08-01,97.2887438933395
2009-09-01,97.7554648822739
2009-10-01,98.1867514909301
2009-11-01,98.5825786588973
2009-12-01,98.9467043693058
2010-01-01,99.2619566713925
2010-02-01,99.4990437636196
2010-03-01,99.6591666521438
2010-04-01,99.726231999402
2010-05-01,99.7090998128628
2010-06-01,99.6431331426712
2010-07-01,99.5862713458287
2010-08-01,99.5837070370286
2010-09-01,99.6454690384265
2010-10-01,99.7584474383314
2010-11-01,99.9162454739867
2010-12-01,100.08381807441
2011-01-01,100.224182628882
2011-02-01,100.305350109317
2011-03-01,100.295528219838
2011-04-01,100.193759114293
2011-05-01,100.012305627177
2011-06-01,99.7689579532905
2011-07-01,99.5084799593905
2011-08-01,99.2908458151187
2011-09-01,99.1780799253136
2011-10-01,99.1988035157929
2011-11-01,99.3320320325775
2011-12-01,99.5295630635072
2012-01-01,99.7263606895725
2012-02-01,99.8662877209802
2012-03-01,99.9261515692924
2012-04-01,99.9090617304319
2012-05-01,99.8338444380691
2012-06-01,99.7354536701777
2012-07-01,99.6602298347102
2012-08-01,99.6303733855207
2012-09-01,99.6575305984587
2012-10-01,99.7205848980266
2012-11-01,99.8049208210945
2012-12-01,99.9143774537738
2013-01-01,100.041307161697
2013-02-01,100.170183756358
2013-03-01,100.280541198059
2013-04-01,100.384494021948
2013-05-01,100.487215454959
2013-06-01,100.568333632718
2013-07-01,100.615753350184
2013-08-01,100.639613783023
2013-09-01,100.647684700493
2013-10-01,100.64773005665
2013-11-01,100.647400179557
2013-12-01,100.6381078247
2014-01-01,100.624069118786
2014-02-01,100.634204891104
2014-03-01,100.671246342519
2014-04-01,100.719809830383
2014-05-01,100.766081528835
2014-06-01,100.805390104131
2014-07-01,100.82978330151
2014-08-01,100.841363650953
2014-09-01,100.839087373337
2014-10-01,100.812966528215
2014-11-01,100.766406642375
2014-12-01,100.695886195588
2015-01-01,100.606949324589
2015-02-01,100.510277810476
2015-03-01,100.414203655759
2015-04-01,100.321260870089
2015-05-01,100.223414512246
2015-06-01,100.115961325793
2015-07-01,99.9732793500639
2015-08-01,99.8065184907386
2015-09-01,99.6434587980077
2015-10-01,99.5104953862678
2015-11-01,99.4001984055467
2015-12-01,99.3014298753223
2016-01-01,99.2184186669349
2016-02-01,99.1624118987551
2016-03-01,99.142528296129
2016-04-01,99.1452586594316
2016-05-01,99.1577520859446
2016-06-01,99.1693691382927
2016-07-01,99.1899125397731
2016-08-01,99.2323236392132
2016-09-01,99.3072207322007
2016-10-01,99.4138766614384
2016-11-01,99.5342072188354
2016-12-01,99.6506452141155
2017-01-01,99.7424086795151
2017-02-01,99.80290988735
2017-03-01,99.8375833407219
2017-04-01,99.8585398353114
2017-05-01,99.8834017134792
2017-06-01,99.9195709229589
2017-07-01,99.9643042735733
2017-08-01,100.033029240033
2017-09-01,100.119305815132
2017-10-01,100.21154096126
2017-11-01,100.297172779678
2017-12-01,100.377494535219
2018-01-01,100.463078302879
2018-02-01,100.549988288367
2018-03-01,100.612167208578
2018-04-01,100.639981221491
2018-05-01,100.639836729819
2018-06-01,100.617192986228
2018-07-01,100.5738508374
2018-08-01,100.50764630686
2018-09-01,100.401163380758
2018-10-01,100.255524732219
2018-11-01,100.092978273454
2018-12-01,99.9395937354724
2019-01-01,99.8131593108084
2019-02-01,99.7194553127661
2019-03-01,99.6515581752439
2019-04-01,99.5837699127276
2019-05-01,99.5099655481119
2019-06-01,99.4341594428004
2019-07-01,99.3615919636128
2019-08-01,99.3023671959887
2019-09-01,99.2819229790851
2019-10-01,99.2917068070075
2019-11-01,99.307496385203
2019-12-01,99.3071031583443
2020-01-01,99.2660174365304
2020-02-01,99.1747657151812
2020-03-01,97.5831952525876
2020-04-01,93.3671715151094
2020-05-01,94.7487350570762
2020-06-01,96.4322872718793
2020-07-01,97.8623460961598
2020-08-01,98.4632373010469
